house_id,area_sqft,bedrooms,bathrooms,floors,year_built,garage,locality,distance_to_city_km,school_rating,renovated,condition,price_inr
HSE72234,1139,3,2,1,2000,1,Suburban,13.9,,0,Excellent,105.18
HSE44175,1397,3,2,2,2022,0,Rural,78.2,3.2,1,Good,72.49
HSE02075,1672,3,3,2,1981,1,Urban,4.2,3.0,0,Good,142.84
HSE97123,2002,3,3,3,1987,0,Urban,7.6,6.0,0,Average,126.14
HSE82779,2189,2,1,1,1970,1,Urban,,7.7,0,Good,147.44
HSE29713,881,3,2,1,1993,0,Urban,5.4,5.3,0,Excellent,122.01
HSE44453,1594,3,2,1,2002,1,Suburban,24.1,5.7,1,Good,126.58
HSE90542,2844,4,4,1,1975,1,Suburban,11.3,7.5,1,Excellent,187.8
HSE82922,2139,2,2,2,1990,1,Suburban,16.0,9.6,0,Poor,126.2
HSE93013,1197,3,3,2,1979,1,Rural,77.2,3.4,1,Good,79.15
HSE60524,2792,3,3,2,2019,1,Rural,40.7,5.9,0,Good,140.82
HSE56231,1235,3,2,2,1993,1,Urban,4.4,,1,Good,157.89
HSE86512,774,4,4,2,2010,1,Urban,9.4,5.3,0,Good,131.97
HSE35146,2383,4,4,1,1994,1,Urban,2.5,6.1,0,Good,177.57
HSE98539,3115,4,3,3,1980,1,Suburban,17.9,7.4,1,Excellent,182.76
HSE18713,1490,4,4,1,1982,1,Suburban,25.4,9.3,1,Poor,137.69
HSE39118,1679,3,2,3,1999,1,Suburban,13.1,7.5,1,Poor,119.15
HSE18382,1746,3,3,2,1980,1,Urban,7.0,6.5,0,Good,137.37
HSE87206,1243,3,3,2,1979,1,Suburban,11.0,9.3,1,Excellent,135.69
HSE80398,2299,3,3,2,1995,1,Suburban,21.7,4.9,0,Good,133.55
HSE04579,1815,2,1,2,1973,1,Urban,4.8,5.1,0,Average,133.55
HSE15059,2443,3,2,1,2003,1,Suburban,13.9,10.0,0,Excellent,169.67
HSE66518,1795,5,4,2,1973,0,Suburban,16.0,8.2,0,Average,131.42
HSE95374,1117,4,4,2,1983,0,Rural,31.6,6.8,0,Poor,72.75
HSE16482,2182,4,3,1,2011,1,Urban,2.7,6.4,0,Average,164.89
HSE22057,2324,3,3,1,1988,1,Urban,6.8,4.8,1,Average,178.56
HSE25338,2434,2,2,1,2005,0,Rural,50.6,3.9,1,Average,108.99
HSE15509,1976,3,2,2,1976,1,Urban,3.0,3.1,0,Excellent,146.08
HSE12013,2555,3,3,3,2010,1,Suburban,19.8,8.2,0,Good,148.38
HSE71556,1408,3,2,1,2007,0,Suburban,22.4,9.0,0,Average,560.2456923701573
HSE11346,1539,4,3,1,1976,1,Suburban,28.7,3.6,0,Poor,103.27
HSE93968,1645,2,1,2,1988,0,Rural,46.6,3.7,0,Excellent,93.98
HSE83702,1768,3,2,2,2003,1,Suburban,29.3,3.3,0,Average,115.87
HSE43436,2463,2,2,2,1997,1,Urban,3.5,6.8,0,Good,172.36
HSE21078,943,3,3,2,2022,0,Suburban,14.5,8.6,1,Good,117.23
HSE17249,2234,3,3,2,2014,0,Suburban,23.5,7.5,1,Excellent,149.92
HSE47371,1043,2,2,3,1987,1,Urban,2.0,3.3,0,Poor,99.73
HSE38881,1969,3,2,1,2018,1,Suburban,12.3,9.0,0,Excellent,150.04
HSE99529,1245,3,2,1,1999,1,Suburban,12.1,7.6,0,Good,111.13
HSE44027,1180,3,3,1,1992,0,Urban,8.3,3.6,1,Poor,113.36
HSE24193,1961,2,2,1,2012,1,Urban,8.8,3.3,0,Excellent,154.55
HSE25634,1031,3,3,1,2004,1,Rural,57.1,6.0,0,Good,67.94
HSE29627,2828,3,3,1,1998,0,Urban,1.7,7.1,0,Good,179.03
HSE28163,2178,3,2,1,2013,1,Urban,3.7,5.0,0,Good,164.85
HSE53481,2246,4,3,2,1979,1,Suburban,20.7,8.5,0,Average,137.04
HSE41838,1905,3,3,1,1970,1,Urban,2.2,3.8,0,Average,137.87
HSE38841,2224,4,4,2,2000,1,Suburban,24.8,4.8,0,Poor,143.18
HSE81937,2003,3,2,2,2012,1,Urban,7.3,,0,Average,159.02
HSE94919,2014,1,1,2,1983,0,Suburban,17.6,5.5,1,Poor,108.9
HSE29756,1614,3,3,1,1973,1,Urban,9.5,4.7,0,Good,140.46
HSE22748,1351,3,2,2,2010,0,Rural,35.9,6.2,0,Average,86.57
HSE64239,2199,5,5,1,1976,1,Urban,6.2,6.5,0,Good,169.8
HSE84215,873,3,2,1,2000,1,Rural,76.8,4.6,0,Excellent,72.47
HSE47385,2106,2,2,2,1998,1,Rural,78.9,7.6,1,Good,102.46
HSE77918,1577,1,1,1,1991,0,Urban,5.2,5.0,0,Good,128.74
HSE07530,2769,3,3,1,2014,0,Rural,76.3,6.9,0,Average,108.95
HSE23437,1993,4,3,2,1986,1,Urban,8.4,7.9,1,Good,185.68
HSE64384,1937,2,2,1,2005,1,Urban,4.9,5.0,1,Excellent,161.54
HSE40724,1888,4,3,1,1998,1,Rural,33.6,5.0,0,Average,109.7
HSE90380,1850,3,3,1,1977,1,Suburban,21.5,7.6,1,Average,130.84
HSE53500,2052,2,2,3,1987,1,Rural,40.5,5.7,0,Excellent,677.1213277401689
HSE70540,1274,3,3,1,2011,1,Suburban,18.7,7.9,0,Average,121.11
HSE65209,1104,5,4,2,1985,0,Suburban,11.5,3.4,0,Good,116.59
HSE52712,1534,5,5,1,1999,1,Urban,,3.2,1,Average,154.36
HSE66962,1502,2,2,2,1974,1,Rural,53.3,6.9,0,Average,87.06
HSE88274,918,3,3,1,2010,0,Suburban,26.5,5.6,1,Good,107.0
HSE14141,1785,4,3,2,2007,0,Rural,48.6,3.5,0,Average,83.67
HSE84873,1059,3,2,2,1991,1,Rural,70.4,7.8,0,Good,70.3
HSE23402,1811,3,2,2,1972,0,Rural,49.4,9.2,0,Good,88.03
HSE91656,1723,1,1,2,2002,1,Urban,7.5,,1,Excellent,148.48
HSE89637,933,3,3,2,2005,1,Urban,8.3,7.5,0,Good,137.11
HSE58021,1361,3,2,2,2012,1,Suburban,17.0,8.4,0,Average,117.28
HSE19183,1041,2,2,2,1984,1,Urban,9.0,8.7,1,Good,135.02
HSE57774,2309,2,2,1,1977,1,Urban,4.8,8.0,1,Excellent,181.06
HSE33099,2046,3,2,2,2022,1,Suburban,10.7,8.9,0,Good,149.87
HSE93748,1264,3,2,2,1999,1,Rural,30.1,4.6,1,Excellent,114.6
HSE67078,1050,4,4,1,1977,1,Suburban,24.1,8.0,0,Average,107.72
HSE09914,2096,2,1,3,1979,1,Suburban,14.1,6.3,0,Good,148.76
HSE01979,2725,1,1,1,1996,1,Urban,6.8,5.5,1,Good,169.09
HSE99028,2151,4,4,1,1984,0,Suburban,24.5,6.2,1,Poor,142.93
HSE75579,1720,4,4,2,2008,1,Suburban,15.0,8.9,1,Excellent,166.76
HSE09590,1400,2,1,3,2003,1,Urban,8.3,8.5,0,Good,546.0543888345924
HSE70913,1704,3,3,1,1979,1,Urban,3.0,8.4,0,Good,167.71
HSE62647,2607,2,2,1,2008,1,Urban,7.0,6.0,0,Average,164.74
HSE10335,2210,2,2,3,1975,1,Suburban,23.5,5.9,0,Good,142.65
HSE33807,1525,3,2,1,1971,0,Urban,5.0,8.1,0,Good,132.95
HSE13656,2368,3,3,2,2011,0,Urban,1.3,7.6,1,Good,187.9
HSE92900,2727,2,1,3,1992,1,Suburban,12.3,7.2,1,Good,163.44
HSE73500,1281,4,4,2,2021,1,Urban,,8.9,0,Good,152.12
HSE06317,1365,5,5,1,2002,1,Suburban,11.9,7.7,1,Excellent,145.13
HSE01200,1958,3,2,1,2015,1,Suburban,16.3,5.5,0,Excellent,144.38
HSE27674,1630,2,1,1,1985,0,Suburban,10.4,4.9,0,Good,102.52
HSE64164,1490,3,3,1,1972,1,Rural,51.2,5.0,0,Good,76.74
HSE16241,1289,2,2,1,1974,1,Urban,6.0,8.8,0,Average,144.42
HSE52214,2902,2,1,3,2017,1,Urban,5.4,9.5,0,Good,177.87
HSE27775,1303,2,2,1,2008,1,Urban,7.3,7.2,1,Good,135.36
HSE38359,1424,3,3,1,1992,0,Urban,7.6,5.0,0,Excellent,134.21
HSE36635,2402,3,3,2,1976,1,Suburban,27.3,3.5,0,Excellent,143.64
HSE77995,2254,3,3,2,2014,1,Urban,7.3,4.4,1,Good,188.43
HSE52074,2502,4,3,1,2006,0,Suburban,12.0,7.4,0,Excellent,176.66
HSE32410,2083,3,2,1,1996,1,Urban,5.4,5.6,0,Average,137.31
HSE30971,2778,4,4,3,2010,0,Rural,73.1,5.7,0,Average,133.65
HSE22206,1403,4,4,2,2002,1,Suburban,10.4,6.4,1,Good,129.31
HSE82223,2093,2,2,1,1992,0,Urban,4.4,4.9,0,Good,153.24
HSE84035,2502,5,5,1,1973,1,Urban,8.5,3.4,1,Average,181.94
HSE27319,2569,4,4,1,2022,1,Suburban,28.3,7.0,0,Good,154.12
HSE98180,3017,3,3,1,1984,1,Urban,9.6,7.5,0,Excellent,184.95
HSE00786,1002,2,2,2,1991,0,Suburban,16.0,4.3,0,Excellent,95.71
HSE64064,2052,5,5,1,2016,1,Urban,8.0,8.1,1,Good,169.46
HSE39980,1843,2,2,1,2012,0,Urban,1.8,8.9,0,Good,151.66
HSE91488,1309,3,3,2,2013,1,Suburban,24.6,8.7,0,Average,114.59
HSE10851,2969,4,4,1,1985,1,Urban,9.3,5.3,0,Excellent,205.48
HSE90858,1755,5,5,2,1976,0,Urban,5.5,8.2,0,Good,158.6
HSE40657,1005,4,4,1,2004,1,Urban,7.6,7.5,1,Good,156.84
HSE96372,1696,3,3,3,1993,0,Urban,5.2,9.8,0,Good,157.31
HSE23000,2188,3,2,2,1972,1,Urban,6.1,9.4,0,Average,158.82
HSE28643,2192,4,4,3,1984,1,Rural,32.8,9.8,1,Good,128.0
HSE34617,1373,5,5,2,2013,0,Urban,9.3,5.0,1,Average,401.4290944736219
HSE11662,911,2,1,3,2021,0,Rural,61.4,6.1,1,Average,60.03
HSE44235,1422,2,2,1,2021,0,Rural,69.8,5.4,1,Excellent,113.35
HSE49415,2440,3,3,1,2013,1,Rural,45.0,,0,Average,135.07
HSE64657,1897,4,4,1,2008,1,Rural,71.3,6.2,1,Average,114.29
HSE60957,2643,5,4,1,2012,1,Urban,8.3,8.1,1,Average,202.12
HSE00970,1430,3,2,2,2015,1,Suburban,22.3,8.8,0,Good,122.88
HSE01815,1889,3,2,1,1988,1,Urban,4.9,9.4,0,Good,165.57
HSE75053,1888,3,3,2,2002,1,Urban,6.0,5.8,1,Good,159.85
HSE40232,1618,3,3,2,1972,0,Suburban,10.2,5.8,0,Average,117.0
HSE14943,2397,3,3,1,1987,1,Urban,3.1,3.6,1,Average,174.7
HSE15817,2180,5,4,1,2014,1,Rural,79.1,8.7,0,Good,131.27
HSE27635,1729,1,1,1,2012,1,Suburban,18.1,5.7,1,Good,111.94
HSE61751,2448,2,1,2,1973,1,Rural,41.8,4.4,0,Good,111.97
HSE91471,1424,2,2,1,1997,0,Suburban,27.2,7.5,1,Excellent,121.83
HSE31970,1305,3,3,1,1978,1,Urban,1.3,7.7,1,Good,149.53
HSE39733,2595,3,3,1,1987,1,Suburban,18.2,7.0,0,Good,168.09
HSE17864,738,3,3,2,2022,1,Suburban,15.9,8.0,1,Average,125.01
HSE58084,2807,4,3,1,2017,1,Rural,46.6,9.6,1,Average,167.13
HSE32806,2179,3,2,3,1971,1,Suburban,23.8,8.3,1,Excellent,166.58
HSE96211,1781,5,5,2,1973,1,Rural,64.1,5.5,1,Average,113.26
HSE55311,695,3,2,1,1991,1,Urban,9.8,6.2,1,Good,134.58
HSE50194,1665,4,4,1,1978,0,Suburban,18.8,3.1,0,Average,107.01
HSE55225,1046,3,3,1,2017,1,Urban,4.7,4.6,0,Average,122.28
HSE61012,1227,5,5,2,1980,0,Suburban,18.3,7.9,1,Good,146.09
HSE24531,1020,3,3,1,1987,0,Rural,75.1,3.8,1,Good,69.01
HSE03988,1970,3,2,1,1996,1,Urban,9.5,4.3,1,Good,168.3
HSE20190,2558,1,1,1,2001,1,Suburban,25.6,9.2,1,Good,161.49
HSE97836,1938,2,1,2,2009,1,Suburban,12.0,8.4,0,Average,142.26
HSE77870,1104,4,4,2,1970,1,Rural,45.8,7.8,1,Excellent,104.93
HSE69972,1281,3,2,1,2006,1,Rural,32.9,8.0,0,Excellent,108.07
HSE29697,2813,3,3,1,1993,1,Urban,9.0,8.3,0,Good,183.7
HSE73794,2336,3,3,1,1974,1,Urban,2.0,7.6,0,Good,171.3
HSE53260,700,3,3,2,1987,1,Urban,,,0,Good,125.86
HSE83237,1717,3,3,2,1983,0,Urban,1.6,5.1,0,Excellent,148.99
HSE82476,1903,3,3,2,2019,1,Rural,50.7,3.8,0,Good,99.66
HSE42936,2375,3,3,1,1981,1,Suburban,26.5,9.9,0,Good,152.3
HSE96047,1316,3,3,2,1976,1,Suburban,24.4,4.4,0,Good,105.89
HSE33611,1642,2,2,1,1998,1,Urban,7.7,4.8,0,Average,126.13
HSE00405,2637,4,4,2,2021,1,Suburban,15.9,3.8,1,Poor,149.33
HSE71208,2663,3,3,3,2007,1,Urban,3.7,8.1,1,Excellent,192.54
HSE78770,2642,3,2,2,1978,1,Suburban,29.3,6.4,1,Average,163.19
HSE99324,2523,2,2,2,1987,0,Rural,74.2,9.1,0,Excellent,117.24
HSE68459,2049,2,2,3,2016,0,Urban,7.0,6.4,1,Poor,142.14
HSE22465,1556,3,2,1,1991,1,Suburban,25.4,6.7,0,Good,125.33
HSE47419,400,3,3,1,2002,1,Urban,6.6,5.6,1,Average,114.35
HSE19256,1677,5,5,1,1979,0,Suburban,25.8,6.7,0,Average,124.1
HSE55966,2253,3,2,2,2002,1,Suburban,19.4,4.5,1,Poor,124.15
HSE09486,1881,4,3,1,1988,1,Urban,3.8,6.9,0,Good,172.43
HSE12083,1361,3,3,1,1977,1,Urban,9.2,4.6,0,Excellent,127.49
HSE25910,2194,3,3,2,1981,0,Urban,3.8,,0,Poor,142.19
HSE55698,2139,4,3,1,1995,1,Suburban,15.7,5.9,1,Good,161.87
HSE66172,2077,2,1,1,1979,0,Urban,8.1,8.0,0,Average,136.95
HSE40642,3038,3,2,1,1994,1,Suburban,29.3,3.3,1,Average,134.95
HSE78274,1511,3,3,1,2003,0,Suburban,17.2,4.5,1,Average,126.24
HSE54863,2186,3,2,1,1981,1,Suburban,18.0,8.8,1,Average,142.89
HSE26595,1988,4,4,1,2017,1,Rural,58.0,8.4,0,Average,117.92
HSE54292,2396,5,5,2,1985,1,Urban,5.3,5.1,1,Good,192.49
HSE82253,1709,2,2,2,1994,0,Urban,1.1,9.5,0,Average,137.19
HSE86912,2275,3,2,2,2014,1,Urban,1.1,6.7,0,Average,152.29
HSE60720,3155,4,4,1,1980,0,Suburban,15.9,7.8,0,Good,168.31
HSE10938,2149,2,2,1,2006,1,Suburban,21.6,8.5,0,Average,143.25
HSE61773,2372,3,3,3,2004,1,Urban,8.0,7.1,0,Good,173.74
HSE32079,866,2,2,2,2000,1,Urban,,4.2,1,Average,115.13
HSE34472,400,2,1,2,1991,1,Rural,48.4,4.3,0,Good,37.88
HSE09063,2412,5,5,1,1974,1,Rural,,3.6,0,Excellent,142.76
HSE49678,1092,4,4,1,1981,1,Urban,6.2,5.9,0,Average,127.69
HSE54039,2375,4,4,2,1994,1,Urban,6.7,6.0,1,Good,185.87
HSE11668,1191,3,3,2,1975,1,Rural,76.3,9.2,1,Average,68.47
HSE11079,2452,3,3,1,1982,1,Suburban,13.1,8.5,1,Good,160.22
HSE94923,2062,5,4,1,1970,1,Urban,8.9,5.0,0,Average,142.18
HSE35601,1005,2,1,1,2012,0,Urban,6.1,8.7,1,Average,135.17
HSE21415,1895,5,5,1,1992,0,Suburban,19.5,9.5,0,Poor,136.38
HSE83925,2338,2,2,1,1974,1,Urban,1.4,4.7,0,Good,152.69
HSE62289,2504,3,2,2,2007,0,Rural,46.4,7.2,1,Good,117.7
HSE07345,1987,3,3,2,1970,0,Urban,3.8,7.4,0,Good,150.12
HSE40185,2106,4,4,1,2019,0,Urban,1.2,8.3,0,Good,178.35
HSE88822,1458,4,4,1,2014,1,Rural,64.4,4.0,0,Good,89.9
HSE43186,2334,4,3,2,2010,1,Suburban,24.9,7.5,1,Poor,156.47
HSE18616,1897,5,5,3,2018,1,Urban,4.5,5.3,0,Average,155.92
HSE40289,1557,1,1,2,2005,1,Urban,9.6,6.3,0,Good,116.86
HSE40228,2780,5,5,1,2010,1,Urban,9.4,4.5,1,Good,195.98
HSE72050,1167,3,3,2,1970,1,Suburban,11.4,5.9,1,Good,127.17
HSE68781,1547,2,2,1,1983,1,Rural,73.3,7.7,0,Average,78.1
HSE53103,2066,3,3,1,2000,1,Urban,6.6,7.9,0,Good,167.84
HSE81378,1863,4,3,2,2001,1,Urban,3.0,6.1,1,Excellent,170.21
HSE78339,2717,3,3,1,2022,1,Urban,9.8,9.8,1,Good,199.49
HSE94171,3211,1,1,2,2018,1,Suburban,26.5,5.9,1,Average,162.47
HSE07614,1256,4,3,1,1987,0,Urban,9.7,3.3,1,Average,130.04
HSE46888,1936,2,1,1,2004,1,Suburban,13.2,4.3,0,Average,111.96
HSE93884,1030,3,3,2,2015,0,Urban,5.1,9.6,0,Average,121.11
HSE23527,2200,3,3,2,2010,1,Rural,54.9,4.1,0,Average,95.13
HSE81309,888,2,2,2,2001,1,Rural,68.2,6.7,0,Good,80.49
HSE60542,1264,4,4,1,2001,1,Suburban,20.3,7.7,0,Excellent,118.56
HSE18600,2095,3,3,1,1994,1,Suburban,27.1,3.2,0,Good,118.85
HSE10866,623,3,2,2,2012,0,Urban,7.0,6.2,0,Good,119.03
HSE88907,1473,3,2,2,2014,0,Suburban,10.6,5.7,1,Good,129.79
HSE74978,2795,5,5,2,2016,1,Rural,55.2,3.2,0,Average,136.5
HSE61311,1825,3,2,1,1983,1,Urban,7.9,10.0,0,Average,137.71
HSE62849,2088,3,2,2,2018,1,Rural,45.4,5.7,0,Average,105.42
HSE48658,1607,4,4,1,2016,1,Urban,6.4,9.8,0,Excellent,173.08
HSE46092,1389,2,2,2,2008,1,Suburban,28.9,7.3,0,Average,110.5
HSE82118,2069,3,2,1,1986,0,Suburban,20.3,6.7,0,Average,128.7
HSE85326,1613,4,3,2,1984,0,Urban,5.9,8.8,0,Average,127.11
HSE10064,1086,3,2,1,2009,0,Suburban,11.6,4.3,0,Good,95.12
HSE83668,991,3,2,2,2010,1,Suburban,15.1,9.7,0,Good,106.97
HSE87408,1959,2,1,2,1984,1,Suburban,19.0,5.9,1,Average,123.68
HSE92956,2692,3,3,2,1993,1,Suburban,18.0,7.7,0,Average,167.45
HSE35049,1181,3,2,1,1988,1,Urban,7.8,6.5,0,Good,122.6
HSE31097,1092,4,4,3,2005,1,Urban,,9.5,0,Good,155.22
HSE31179,2246,3,3,1,1996,1,Urban,6.3,7.5,0,Good,149.84
HSE46173,2265,2,1,1,1988,1,Rural,43.8,8.6,0,Excellent,147.44
HSE03599,1342,3,2,2,1979,1,Suburban,17.9,4.5,0,Good,119.01
HSE29899,755,4,3,1,2022,0,Suburban,10.6,6.1,0,Excellent,119.79
HSE36399,1058,5,5,1,2011,0,Suburban,25.0,9.3,0,Average,123.61
HSE83655,2103,2,2,2,1981,0,Rural,67.1,3.8,1,Average,85.69
HSE90211,1915,3,3,1,1987,1,Urban,3.7,8.4,0,Good,166.64
HSE78112,2546,5,5,1,1981,1,Suburban,27.0,7.6,0,Average,164.74
HSE43263,2313,3,3,1,1976,1,Urban,1.6,7.3,1,Average,168.36
HSE99135,1100,2,2,1,1980,0,Urban,3.0,8.5,0,Excellent,130.41
HSE22965,892,3,2,2,1983,0,Suburban,26.4,3.2,1,Good,85.54
HSE30464,628,4,4,1,1994,0,Suburban,18.6,4.9,0,Average,87.34
HSE37593,1691,3,3,1,1993,0,Suburban,16.7,4.0,1,Average,113.45
HSE50172,1721,3,3,2,2013,1,Urban,9.4,9.4,0,Good,168.03
HSE67046,2704,3,2,2,2003,0,Suburban,15.7,6.6,1,Excellent,174.9
HSE86679,2210,3,3,1,2002,1,Suburban,28.7,3.7,1,Poor,130.46
HSE37646,1126,4,4,2,2022,1,Rural,35.2,3.0,1,Poor,86.92
HSE26920,2023,4,4,2,1998,0,Suburban,,5.6,0,Good,138.69
HSE81597,2699,4,4,1,2020,0,Urban,6.8,7.2,1,Poor,182.46
HSE36212,1308,2,2,2,1995,0,Rural,56.1,9.1,1,Excellent,90.53
HSE81330,1175,5,4,1,2022,1,Suburban,14.5,7.7,0,Good,121.47
HSE25976,2221,2,2,1,2022,1,Rural,51.6,4.6,0,Excellent,127.66
HSE50382,1548,2,2,2,2014,1,Suburban,12.8,6.1,0,Good,126.32
HSE97006,1767,3,3,1,1989,1,Urban,7.0,4.2,0,Good,147.95
HSE56834,1438,3,3,1,2013,0,Urban,8.3,3.6,0,Excellent,134.92
HSE02711,1342,2,1,2,2009,0,Urban,1.0,4.0,0,Average,112.58
HSE67545,438,4,4,2,1972,0,Urban,7.3,8.7,1,Poor,108.67
HSE70682,1850,3,2,1,2011,1,Urban,8.6,3.4,1,Good,149.25
HSE47995,1478,3,2,1,1999,0,Suburban,17.2,6.9,1,Average,121.23
HSE26844,1696,3,3,2,2013,1,Urban,7.3,4.6,1,Excellent,169.09
HSE11375,2552,5,5,2,1985,0,Suburban,29.9,7.1,0,Poor,143.49
HSE46384,2577,2,2,1,1996,0,Rural,68.9,7.9,1,Average,110.62
HSE08874,1611,2,1,1,2009,0,Suburban,17.3,9.9,1,Average,568.8840769547389
HSE85592,1113,4,4,2,1977,1,Urban,9.2,8.2,0,Average,134.66
HSE26953,2044,2,1,3,1993,0,Suburban,29.9,6.1,1,Excellent,130.44
HSE54486,1884,3,3,1,1970,1,Rural,52.3,6.5,1,Average,108.32
HSE66283,1298,3,2,3,1977,1,Suburban,22.6,,0,Excellent,105.33
HSE90810,1933,3,2,2,2004,1,Suburban,22.1,9.5,0,Poor,132.21
HSE13815,1801,4,4,2,2020,1,Rural,74.2,5.4,1,Good,116.93
HSE49040,2510,3,2,1,1986,0,Suburban,13.5,7.4,0,Excellent,498.1463274019278
HSE10844,1897,1,1,1,1994,0,Rural,70.7,5.6,1,Good,73.03
HSE88411,2687,3,3,1,2010,1,Urban,1.8,10.0,0,Average,177.06
HSE98467,1602,2,2,1,2007,1,Rural,53.3,4.1,1,Poor,89.05
HSE66327,2367,2,1,2,1980,1,Urban,3.0,7.6,1,Excellent,175.34
HSE62007,2565,3,3,2,2013,1,Suburban,19.7,7.3,0,Average,155.18
HSE34968,1852,2,1,3,1992,0,Suburban,10.4,7.8,1,Average,131.46
HSE94754,2653,4,4,1,1992,1,Suburban,11.3,4.8,0,Average,151.5
HSE65200,1519,3,3,2,1989,1,Suburban,26.2,3.5,1,Good,116.07
HSE52343,1939,4,3,3,1997,1,Rural,68.1,5.7,0,Good,108.43
HSE53712,2499,3,2,1,1984,0,Rural,50.5,9.0,1,Poor,123.69
HSE90874,1694,2,2,1,2001,1,Urban,8.8,6.5,0,Excellent,153.98
HSE81654,1501,4,4,1,2021,0,Suburban,20.2,4.2,1,Poor,141.14
HSE12906,2215,2,2,1,2013,1,Suburban,,3.0,0,Excellent,141.65
HSE80828,1663,3,3,1,2004,1,Urban,7.2,3.7,0,Good,139.87
HSE91598,1799,4,3,3,1982,1,Suburban,24.7,8.6,1,Good,155.73
HSE22678,923,2,2,1,2000,1,Rural,54.4,6.1,0,Average,49.64
HSE63875,1281,3,3,2,1988,1,Suburban,11.6,4.4,1,Average,129.16
HSE73120,3109,2,1,1,1990,1,Urban,7.4,8.7,0,Excellent,197.95
HSE44162,1982,1,1,1,1985,1,Urban,2.1,4.2,0,Average,141.36
HSE11093,1713,3,3,3,1991,1,Rural,32.9,9.4,0,Good,114.1
HSE90279,2306,5,5,1,1993,1,Suburban,22.4,6.5,1,Average,160.57
HSE73581,1418,3,2,1,2003,0,Suburban,15.7,,1,Average,118.56
HSE49005,1130,3,2,1,1984,0,Urban,1.6,8.1,0,Good,125.12
HSE01272,1301,4,3,2,1984,0,Suburban,28.9,9.5,0,Excellent,124.62
HSE20054,1373,4,3,3,2003,1,Urban,7.7,7.6,0,Average,150.79
HSE14885,1473,3,3,1,1977,1,Urban,6.1,5.8,1,Average,141.53
HSE99963,1071,2,1,1,1985,0,Urban,10.0,8.3,0,Average,128.94
HSE24333,1206,3,3,2,1971,1,Urban,9.0,7.4,0,Good,121.51
HSE60945,865,4,3,2,2004,1,Suburban,11.0,8.5,1,Good,124.76
HSE51938,1787,3,3,2,1987,1,Suburban,28.5,9.7,0,Good,123.38
HSE12037,1355,4,4,2,1982,0,Suburban,19.3,9.6,1,Good,146.52
HSE31745,683,3,3,2,2003,0,Suburban,24.7,3.3,0,Good,76.3
HSE72123,2256,2,2,1,2005,0,Suburban,21.8,9.9,1,Excellent,144.52
HSE16328,2751,2,2,1,2020,1,Urban,5.5,5.7,1,Good,178.52
HSE38620,1732,3,3,2,2008,0,Rural,62.6,6.6,0,Excellent,100.49
HSE12072,1083,2,2,1,2013,1,Urban,3.2,9.1,0,Excellent,136.53
HSE53973,1627,3,3,1,1977,1,Urban,3.3,6.5,1,Excellent,157.67
HSE51882,1372,3,3,1,1989,1,Rural,42.0,7.8,0,Poor,81.56
HSE65411,1506,3,3,3,1973,1,Suburban,20.8,5.4,0,Poor,93.3
HSE17082,1609,2,2,1,1971,1,Urban,8.6,6.1,0,Average,135.28
HSE34367,1906,5,4,3,1996,0,Suburban,19.8,8.0,0,Average,127.56
HSE97798,1171,4,3,3,2002,0,Urban,6.9,8.4,1,Average,143.18
HSE50134,2617,3,3,1,1974,1,Suburban,23.2,4.9,0,Excellent,151.07
HSE52627,651,1,1,1,1976,1,Suburban,15.4,6.6,1,Good,88.52
HSE05953,1689,4,3,1,1993,1,Urban,4.2,6.7,1,Poor,150.62
HSE52502,1445,1,1,2,2019,0,Suburban,22.5,4.8,1,Good,103.89
HSE45177,1319,1,1,2,1997,1,Urban,9.1,4.1,0,Good,114.0
HSE64691,2099,2,2,2,2010,1,Suburban,15.7,9.2,0,Average,136.37
HSE28943,1617,3,3,1,1996,1,Suburban,25.0,9.9,1,Excellent,139.89
HSE64521,1329,3,2,1,1997,0,Urban,6.5,4.9,0,Excellent,130.1
HSE78317,1603,3,3,2,2006,1,Suburban,11.8,8.5,0,Excellent,120.93
HSE10750,1657,3,3,1,1985,1,Urban,2.5,4.0,0,Good,135.43
HSE16659,1142,3,2,1,2018,1,Suburban,23.4,6.2,0,Average,94.87
HSE06124,2295,3,3,1,1992,1,Urban,6.1,6.0,1,Average,164.53
HSE86363,2251,3,3,2,1984,1,Rural,77.4,8.4,0,Good,115.7
HSE67349,1365,3,3,1,1984,0,Urban,5.0,7.7,0,Good,143.58
HSE06435,1881,3,2,3,2016,1,Urban,8.0,3.5,0,Good,144.32
HSE14098,1508,3,3,1,2011,0,Suburban,19.5,4.4,1,Good,129.11
HSE35919,2281,4,4,1,2007,1,Urban,2.0,9.7,0,Excellent,190.9
HSE00481,1819,3,2,1,2017,1,Urban,7.7,9.1,0,Excellent,177.56
HSE63500,1799,2,2,1,1979,1,Suburban,27.8,6.1,0,Good,124.25
HSE66665,1082,2,1,1,1992,1,Rural,59.6,4.7,0,Good,79.37
HSE53142,1384,5,5,1,1991,1,Rural,61.5,3.2,1,Good,95.5
HSE87369,2072,4,3,1,2004,0,Rural,46.4,,0,Good,117.87
HSE48421,1341,2,1,2,1997,0,Suburban,22.8,7.7,0,Average,87.49
HSE00313,1456,4,3,1,2001,1,Urban,7.4,5.3,1,Average,135.55
HSE66106,2117,3,3,1,2010,0,Rural,77.2,6.4,0,Excellent,120.63
